"date"	"ocr_url"	"page"	"title"	sv	0.0
"1987-06-10 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856748:mpeg21:a0236"	17	"volkskrant"	nl	0.9406175771971497
"1987-06-11 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856749:mpeg21:a0252"	21	"volkskrant"	nl	0.9425531914893617
"1987-06-12 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856750:mpeg21:a0235"	13	"volkskrant"	nl	0.9635535307517085
"1987-06-17 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856754:mpeg21:a0220"	19	"volkskrant"	nl	0.9483471074380165
"1987-06-16 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856753:mpeg21:a0255"	19	"volkskrant"	nl	0.8822269807280514
"1987-06-18 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856755:mpeg21:a0280"	21	"volkskrant"	nl	0.9425051334702259
"1987-06-13 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856751:mpeg21:a0542"	57	"volkskrant"	nl	0.9444444444444444
"1987-06-22 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856758:mpeg21:a0171"	15	"volkskrant"	nl	0.8821052631578947
"1987-06-19 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856756:mpeg21:a0245"	15	"volkskrant"	nl	0.9342359767891683
"1987-06-23 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856759:mpeg21:a0217"	17	"volkskrant"	nl	0.9338677354709419
"1987-06-06 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856746:mpeg21:a0743"	59	"volkskrant"	nl	0.909706546275395
"1987-06-24 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856760:mpeg21:a0248"	19	"volkskrant"	nl	0.9029850746268657
"1987-06-26 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010856762:mpeg21:a0242"	15	"volkskrant"	nl	0.9382470119521913
"1977-08-13 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881635:mpeg21:a0513"	53	"volkskrant"	nl	0.9348958333333334
"1977-03-11 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881580:mpeg21:a0219"	17	"volkskrant"	nl	0.5975609756097561
"1977-11-03 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881499:mpeg21:a0246"	19	"volkskrant"	nl	0.7009646302250804
"1977-02-05 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881551:mpeg21:a0573"	53	"volkskrant"	nl	0.9314420803782506
"1977-02-23 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881566:mpeg21:a0185"	15	"volkskrant"	nl	0.774074074074074
"1977-06-25 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881661:mpeg21:a0483"	45	"volkskrant"	nl	0.9253731343283582
"1977-06-14 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881671:mpeg21:a0250"	15	"volkskrant"	nl	0.7537688442211056
"1977-07-23 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881696:mpeg21:a0391"	37	"volkskrant"	nl	0.902542372881356
"1977-02-19 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010881563:mpeg21:a0491"	45	"volkskrant"	nl	0.9212962962962963
"1968-10-09 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010848293:mpeg21:a0178"	11	"volkskrant"	nl	0.9553264604810997
"1968-06-15 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010848448:mpeg21:a0410"	35	"volkskrant"	nl	0.7492447129909365
"1968-11-09 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010848039:mpeg21:a0437"	41	"volkskrant"	nl	0.825531914893617
"1968-12-05 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010848061:mpeg21:a0183"	13	"volkskrant"	nl	0.5668449197860963
"1968-12-04 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010848060:mpeg21:a0206"	11	"volkskrant"	nl	0.9393939393939394
"1968-12-30 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010848080:mpeg21:a0157"	11	"volkskrant"	nl	0.9045226130653267
"1968-12-24 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010848077:mpeg21:a0313"	39	"volkskrant"	nl	0.9113924050632911
"1968-12-31 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010848081:mpeg21:a0237"	31	"volkskrant"	nl	0.8004158004158004
"1968-03-19 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010880316:mpeg21:a0242"	19	"volkskrant"	nl	0.8338658146964856
"1968-03-30 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010880326:mpeg21:a0288"	5	"volkskrant"	nl	0.9588235294117647
"1968-04-10 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010880335:mpeg21:a0263"	19	"volkskrant"	nl	0.968944099378882
"1990-04-02 00:00:00"	"http://resolver.kb.nl/resolve?urn=ABCDDD:010857634:mpeg21:a0134"	11	"volkskrant"	nl	0.9236111111111112
