Ingredient	DBpedia_link_via_stringmatch	Judgment_stringmatch	Scientific_name_via_stringmatch	dbpedia-en_via_stringmatch	DBpedia_via_spotlight	Judgment_spotlight	spotlight_conf	spotlight_support	Scientific_name_via_spotlight	dbpedia-en_via_spotlight	
Thaise zoete chilisaus		0			http://nl.dbpedia.org/resource/Chilisaus	1	0.9999999999	20		http://dbpedia.org/resource/Hot_sauce	
roerbaktofu pittig gekruid		0				0					
dressing mango/gember		0			http://nl.dbpedia.org/resource/Dressing	1	0.9999986366	17			
pesto limone		0			http://nl.dbpedia.org/resource/Pesto	1	0.9999997481	24		http://dbpedia.org/resource/Pesto	
gerookte pepermakreel		0				0					
gehaktballetjes		0				0					
rode wijnazijn		0				0					
roasted cashews en almonds		0				0					
knoflookolijven zonder pit		0			http://nl.dbpedia.org/resource/Lont	0	0.9205629988	57		http://dbpedia.org/resource/Slow_match	
AH basis groentesaus paprika		0			http://nl.dbpedia.org/resource/Islamitische_kalender	0	0.7998290033	168		http://dbpedia.org/resource/Islamic_calendar	
black eyed bonen		0				0					
physalis		0			http://nl.dbpedia.org/resource/Lampionplant	1	0.9999991052	23	Physalis	http://dbpedia.org/resource/Physalis	
vanilleyoghurt		0				0					
medium sherry		0				0					
gedroogd fruit cranberry/ abrikoos/ mango		0			http://nl.dbpedia.org/resource/Cranberry	1	0.9999999999	187		http://dbpedia.org/resource/Vaccinium_macrocarpon	
gourmet brie		0			http://nl.dbpedia.org/resource/Gourmetten	0	0.9999969997	20			
Indiase		0				0					
lamsbiefstuk		0				0					
frisdrank lemon-lime		0			http://nl.dbpedia.org/resource/Frisdrank	1	0.9999999991	291		http://dbpedia.org/resource/Soft_drink	
vers falafeldeeg		0				0					
dipsaus	http://nl.dbpedia.org/resource/Dipsaus	1		http://dbpedia.org/resource/Dipping_sauce		0					
gemalen kurkuma		0			http://nl.dbpedia.org/resource/Curcuma_longa	1	0.9982019412	14	Curcuma longa	http://dbpedia.org/resource/Turmeric	
Spaanse reuzenbonen		0			http://nl.dbpedia.org/resource/Spanje	0	0.9988317383	33025		http://dbpedia.org/resource/Spain	
slaverrijker geroosterde pijnboompitten		0				0					
kalkoenfilet		0				0					
boerenachterham		0				0					
Marokkaanse couscous		0			http://nl.dbpedia.org/resource/Marokko	0	0.9998725449	5335		http://dbpedia.org/resource/Morocco	
entrecotes		0				0					
gekruide kipkluifjes		0				0					
zoetstof in poedervorm		0			http://nl.dbpedia.org/resource/Zoetstof	1	0.9999990402	108		http://dbpedia.org/resource/Sugar_substitute	
gesneden prei		0			http://nl.dbpedia.org/resource/Prei	1	0.9999983033	79	Allium ampeloprasum var. porrum	http://dbpedia.org/resource/Leek	
panklare spitskool		0				0					
vleesbouillontablet		0				0					
Indiase kerriesaus Tikka Masala		0				0					
poedersuiker om te bestrooien		0			http://nl.dbpedia.org/resource/Poedersuiker	1	0.9999990031	40		http://dbpedia.org/resource/Powdered_sugar	
ribeyesteaks		0				0					
Schotse zalmfilet		0			http://nl.dbpedia.org/resource/Schotland	0	0.9989634845	9106		http://dbpedia.org/resource/Scotland	
petit pains		0				0					
-verse basilicum		0			http://nl.dbpedia.org/resource/Basilicum_(soort)	1	0.9892858576	92			
Friese nagelkaas		0			http://nl.dbpedia.org/resource/Friese_nagelkaas	1	1	14		http://dbpedia.org/resource/Friesian_Clove	
gemalen geitenkaas		0			http://nl.dbpedia.org/resource/Geitenkaas	1	0.9999995161	33		http://dbpedia.org/resource/Goat_cheese	
gemarineerde speklapjes à la minute		0			http://nl.dbpedia.org/resource/Marinade	0	0.999998305	39		http://dbpedia.org/resource/Marination	
geitenyoghurt		0				0					
arrabbiata pesto		0			http://nl.dbpedia.org/resource/Pesto	1	0.9999997481	24		http://dbpedia.org/resource/Pesto	
gebraden roomham		0				0					
mediterrane pijnboompittenmix		0			http://nl.dbpedia.org/resource/Middellandse_Zeegebied	0	0.5663634102	902		http://dbpedia.org/resource/Mediterranean_Basin	
verspakket guacamole		0			http://nl.dbpedia.org/resource/Guacamole	1	0.9999988711	20		http://dbpedia.org/resource/Guacamole	
macaron	http://nl.dbpedia.org/resource/Macaron	1		http://dbpedia.org/resource/Macaron		0					
minicervelaatworst		0				0					
zoetzure appel		0			http://nl.dbpedia.org/resource/Appel_(vrucht)	1	0.8972984549	536		http://dbpedia.org/resource/Apple	
vierseizoenenpeper		0				0					
salsa	http://nl.dbpedia.org/resource/Salsa	0		http://dbpedia.org/resource/Salsa	http://nl.dbpedia.org/resource/Salsa_(muziekstijl)	0	0.9450643702	113		http://dbpedia.org/resource/Salsa_music	
rucolapesto		0				0					
chocoladepepernoten		0				0					
lamsburgers		0				0					
schelvis		0				0					
kookvocht		0				0					
Tivall gegrilde stukjes		0				0					
coburgerham		0				0					
vlaaivulling kersen		0				0					
mozarellabolletjes		0				0					
truffeltapenade		0				0					
truffel-paddenstoelentapenade		0				0					
lime	http://nl.dbpedia.org/resource/Lime	0		http://dbpedia.org/resource/Lime		0					
salade pittenmix		0			http://nl.dbpedia.org/resource/Salade	1	0.9999990536	136		http://dbpedia.org/resource/Salad	
MonChou		0				0					
